"id","nume_generate","prenume_generate","genuri","emails_generate","numere_telefon_generate","sucursale_generate","functii_generate","salariu_mediu_values"
1499,"CIOBANU","Măriuca","F","Măriuca.CIOBANU@yahoo.com","0745584965","5","21",3153
1500,"RADOI","Ariana","F","Ariana.RADOI@yahoo.com","0733456070","1","22",3130
1501,"CROITORU","Giorgian","M","Giorgian.CROITORU@yahoo.com","0799640204","8","47",7389
1502,"GRIGORE","Brăduț","M","Brăduț.GRIGORE@yahoo.com","0786170665","5","65",5907
1503,"CRACIUN","Ducu","M","Ducu.CRACIUN@yahoo.com","0718698242","5","37",2714
1504,"NITA","Cristinel","M","Cristinel.NITA@yahoo.com","0784633182","4","61",4978
1505,"IORGA","Zaharia","M","Zaharia.IORGA@yahoo.com","0721754853","5","58",4669
1506,"NICULESCU","Anghelina","F","Anghelina.NICULESCU@yahoo.com","0766589987","1","4",2084
1507,"IACOB","Leordean","M","Leordean.IACOB@yahoo.com","0742944840","6","6",2170
1508,"GROZA","Igor","M","Igor.GROZA@yahoo.com","0744828767","4","86",6364
1509,"NISTOR","Andrada","F","Andrada.NISTOR@yahoo.com","0747390496","4","27",2256
1510,"PETRESCU","Camelia","F","Camelia.PETRESCU@yahoo.com","0726112584","1","81",6147
1511,"COJOCARU","Marioara","F","Marioara.COJOCARU@yahoo.com","0748013127","6","91",10605
1512,"MUNTEANU","Brăduț","M","Brăduț.MUNTEANU@yahoo.com","0758641493","5","52",4302
1513,"NEAGU","Ianis","M","Ianis.NEAGU@yahoo.com","0733398213","8","91",10499
1514,"IGNAT","Marcheta","F","Marcheta.IGNAT@yahoo.com","0776958826","2","43",4804
1515,"FILIP","Titus","M","Titus.FILIP@gmail.com","0743843344","2","13",2618
1516,"UNGUREANU","Florin","M","Florin.UNGUREANU@yahoo.com","0749464763","2","46",6401
1517,"ADAM","Cleopatra","F","Cleopatra.ADAM@yahoo.com","0785878729","5","36",2274
1518,"MIRON","Visarion","M","Visarion.MIRON@gmail.com","0707994579","1","62",5348
1519,"STOIAN","Petruț","M","Petruț.STOIAN@yahoo.com","0796326225","3","1",2008
1520,"VERES","Flora","F","Flora.VERES@gmail.com","0767902206","1","57",5184
1521,"PATRASCU","Tamara","F","Tamara.PATRASCU@yahoo.com","0778184093","1","58",4661
1522,"MILITARU","Ioniță","M","Ioniță.MILITARU@yahoo.com","0705505966","6","58",4351
1523,"NICOLESCU","Marinel","M","Marinel.NICOLESCU@yahoo.com","0736711441","6","23",3283
1524,"UNGUREANU","Nicoleta","F","Nicoleta.UNGUREANU@gmail.com","0732275928","1","42",2738
1525,"LUPU","Adi","M","Adi.LUPU@gmail.com","0756719622","1","6",2176
1526,"MORARU","Florentin","M","Florentin.MORARU@yahoo.com","0737747180","3","7",2064
1527,"BARBU","Jan","M","Jan.BARBU@yahoo.com","0763173779","2","75",4702
1528,"MUNTEAN","Zaharia","M","Zaharia.MUNTEAN@yahoo.com","0708972339","3","55",5269
1529,"URSU","Mia","F","Mia.URSU@yahoo.com","0775614581","7","9",2274
1530,"RADU","Ramona","F","Ramona.RADU@yahoo.com","0709472144","8","54",3469
1531,"IANCU","Iris","F","Iris.IANCU@gmail.com","0744624287","2","76",6574
1532,"ALDEA","Laura","F","Laura.ALDEA@yahoo.com","0790712037","8","90",7930
1533,"ALEXE","Edmond","M","Edmond.ALEXE@yahoo.com","0766634044","6","38",2977
1534,"RADULESCU","Vicenția","F","Vicenția.RADULESCU@yahoo.com","0748654799","1","17",2998
1535,"NEAGU","Antonela","F","Antonela.NEAGU@yahoo.com","0701856389","7","52",3932
1536,"PINTEA","Steliana","F","Steliana.PINTEA@yahoo.com","0754172002","4","10",2713
1537,"VARGA","Francisc","M","Francisc.VARGA@yahoo.com","0796392807","1","67",6031
1538,"PADURARU","Stela","F","Stela.PADURARU@yahoo.com","0764315336","3","28",2721
1539,"TRIF","Pompiliu","M","Pompiliu.TRIF@yahoo.com","0748493479","6","13",2622
1540,"BACIU","Decebal","M","Decebal.BACIU@yahoo.com","0770927458","5","6",2169
1541,"PETCU","Mărioara","F","Mărioara.PETCU@yahoo.com","0736662791","5","19",2626
1542,"SIMIONESCU","Valeriu","M","Valeriu.SIMIONESCU@yahoo.com","0745574359","6","26",3414
1543,"CIOCAN","Claudiu","M","Claudiu.CIOCAN@yahoo.com","0748305610","6","71",4472
1544,"DOBRESCU","Costache","M","Costache.DOBRESCU@yahoo.com","0738919475","6","29",2017
1545,"MACOVEI","Teodora","F","Teodora.MACOVEI@yahoo.com","0752621652","5","49",6299
1546,"CHIRITA","Bucur","M","Bucur.CHIRITA@yahoo.com","0745998697","6","19",2628
1547,"IACOB","Emanuil","M","Emanuil.IACOB@gmail.com","0728492750","3","66",5486
1548,"STEFAN","Despina","F","Despina.STEFAN@gmail.com","0783860266","3","67",6031
1549,"SZABO","Estera","F","Estera.SZABO@yahoo.com","0789066483","6","68",3104
1550,"STANCIU","Gianina","F","Gianina.STANCIU@gmail.com","0710421279","3","64",5876
1551,"COVACI","Visarion","M","Visarion.COVACI@gmail.com","0722559784","1","49",6214
1552,"UNGUREANU","Irina","F","Irina.UNGUREANU@yahoo.com","0767126114","7","44",6128
1553,"DINU","Joița","F","Joița.DINU@yahoo.com","0719492228","1","78",6722
1554,"DAMIAN","Cristobal","M","Cristobal.DAMIAN@yahoo.com","0794867126","5","91",10456
1555,"DRAGAN","Virgil","M","Virgil.DRAGAN@yahoo.com","0748403873","1","72",6856
1556,"DIMA","Cerasela","F","Cerasela.DIMA@yahoo.com","0701016671","1","94",9331
1557,"ION","Cornelia","F","Cornelia.ION@yahoo.com","0726677978","3","85",7128
1558,"MIHAILA","Robert","M","Robert.MIHAILA@gmail.com","0745212181","8","51",5604
1559,"DUMITRASCU","Lenuța","F","Lenuța.DUMITRASCU@yahoo.com","0704062812","1","78",6686
1560,"BALAN","Clementina","F","Clementina.BALAN@yahoo.com","0733482648","8","66",5450
1561,"DRAGHICI","Iolanda","F","Iolanda.DRAGHICI@yahoo.com","0796428183","4","11",2463
1562,"TURCU","Denisa","F","Denisa.TURCU@yahoo.com","0704071414","3","67",6031
1563,"MURESAN","David","M","David.MURESAN@yahoo.com","0768849164","8","10",2762
1564,"IVASCU","Pulcheria","F","Pulcheria.IVASCU@yahoo.com","0702627679","1","50",6124
1565,"MURESAN","Todor","M","Todor.MURESAN@gmail.com","0764457078","7","13",2595
1566,"MICU","Janeta","F","Janeta.MICU@gmail.com","0735774781","4","3",2286
1567,"DUMITRESCU","Pompiliu","M","Pompiliu.DUMITRESCU@yahoo.com","0729189862","1","58",4395
1568,"DRAGOMIR","Romi","M","Romi.DRAGOMIR@yahoo.com","0750855703","1","14",2395
1569,"CRISTESCU","Iancu","M","Iancu.CRISTESCU@yahoo.com","0750529236","6","2",2629
1570,"NICULESCU","Mitruț","M","Mitruț.NICULESCU@yahoo.com","0793658550","1","38",2775
1571,"TAMAS","Olimpian","M","Olimpian.TAMAS@yahoo.com","0709080622","2","7",2064
1572,"OANCEA","Narcis","M","Narcis.OANCEA@yahoo.com","0724163533","3","34",1995
1573,"VISAN","Dimitrina","F","Dimitrina.VISAN@yahoo.com","0709165043","3","52",3958
1574,"ZAHARIA","Octav","M","Octav.ZAHARIA@yahoo.com","0735305460","1","90",7930
1575,"MAN","Marius","M","Marius.MAN@yahoo.com","0787281403","4","40",5420
1576,"CHIVU","Sandra","F","Sandra.CHIVU@gmail.com","0798088095","1","17",2833
1577,"PAVEL","Janina","F","Janina.PAVEL@yahoo.com","0722050275","2","11",2456
1578,"SANDU","Matilda","F","Matilda.SANDU@yahoo.com","0786467613","1","49",5464
1579,"CONSTANTIN","Celia","F","Celia.CONSTANTIN@yahoo.com","0737599568","2","65",5842
1580,"ACHIM","Dominic","M","Dominic.ACHIM@yahoo.com","0785637242","6","61",4978
1581,"GRIGORE","Anda","F","Anda.GRIGORE@gmail.com","0705424106","5","57",5184
1582,"MARCUS","Safina","F","Safina.MARCUS@yahoo.com","0729341656","6","60",4503
1583,"SARBU","Florența","F","Florența.SARBU@yahoo.com","0754921477","6","53",7371
1584,"DOBRE","Antoniu","M","Antoniu.DOBRE@yahoo.com","0759761779","5","10",2728
1585,"SIMA","Lorelei","F","Lorelei.SIMA@yahoo.com","0723982506","3","71",4489
1586,"GRECU","Dimitrie","M","Dimitrie.GRECU@yahoo.com","0702179156","5","13",2635
1587,"SZILAGYI","Silviu","M","Silviu.SZILAGYI@gmail.com","0703541582","1","11",2411
1588,"ANDREI","Marian","M","Marian.ANDREI@yahoo.com","0704898608","4","90",7930
1589,"BACIU","Mirabela","F","Mirabela.BACIU@yahoo.com","0786191656","7","85",7687
1590,"MAZILU","Pamfil","M","Pamfil.MAZILU@gmail.com","0728682402","8","84",6790
1591,"TEODORESCU","Avram","M","Avram.TEODORESCU@yahoo.com","0735380720","8","45",4272
1592,"CRISAN","Lorelei","F","Lorelei.CRISAN@yahoo.com","0702695054","3","91",10543
1593,"MILITARU","Mara","F","Mara.MILITARU@yahoo.com","0798278339","3","1",2021
1594,"SIMON","Lenuța","F","Lenuța.SIMON@yahoo.com","0752098172","3","39",3088
1595,"PINTILIE","Olga","F","Olga.PINTILIE@yahoo.com","0758033709","1","78",7049
1596,"CHIVU","Răzvan","M","Răzvan.CHIVU@yahoo.com","0742129491","5","36",2251
1597,"BADEA","Ivan","M","Ivan.BADEA@yahoo.com","0765432142","1","56",5078
1598,"STEFANESCU","Luciana","F","Luciana.STEFANESCU@gmail.com","0711574118","1","21",3168
1599,"GHITA","Eustațiu","M","Eustațiu.GHITA@yahoo.com","0788614852","4","17",2830
1600,"ROSCA","Zeno","M","Zeno.ROSCA@yahoo.com","0739882790","6","92",9861
1601,"DINU","Petria","F","Petria.DINU@yahoo.com","0771515280","7","36",2234
1602,"NECHITA","Margareta","F","Margareta.NECHITA@yahoo.com","0723561624","6","27",2256
1603,"ROMAN","Stana","F","Stana.ROMAN@yahoo.com","0752537591","7","69",3643
1604,"ALDEA","Hortensia","F","Hortensia.ALDEA@yahoo.com","0702653752","1","2",2554
1605,"NICULAE","Veta","F","Veta.NICULAE@yahoo.com","0715065546","6","55",5176
1606,"PANAIT","Costică","M","Costică.PANAIT@yahoo.com","0712026573","1","58",4662
1607,"BUDA","Ozana","F","Ozana.BUDA@yahoo.com","0785054623","7","53",7170
1608,"LUCA","Marcu","M","Marcu.LUCA@yahoo.com","0792940434","8","90",7930
1609,"ENACHE","Teona","F","Teona.ENACHE@yahoo.com","0738329264","7","2",2583
1610,"OLARIU","Lavinia","F","Lavinia.OLARIU@yahoo.com","0757948945","8","52",4248
1611,"VERES","Romina","F","Romina.VERES@yahoo.com","0768500908","2","13",2617
1612,"CROITORU","Sânziana","F","Sânziana.CROITORU@gmail.com","0724879895","7","31",1981
1613,"NICOLESCU","Ruxandra","F","Ruxandra.NICOLESCU@yahoo.com","0723480968","3","33",2213
1614,"VISAN","Aura","F","Aura.VISAN@yahoo.com","0729495354","1","80",3814
1615,"STANCU","Mona","F","Mona.STANCU@yahoo.com","0733683095","7","60",4413
1616,"GHITA","Petrișor","M","Petrișor.GHITA@yahoo.com","0714932371","5","53",6592
1617,"MIHAILA","Sodica","F","Sodica.MIHAILA@yahoo.com","0786030068","2","94",9331
1618,"MOLNAR","Ieremia","M","Ieremia.MOLNAR@yahoo.com","0727830457","6","10",2731
1619,"BACIU","Marcel","M","Marcel.BACIU@yahoo.com","0791558439","2","2",2666
1620,"POPOVICI","Ilarie","M","Ilarie.POPOVICI@yahoo.com","0729166692","5","16",2767
1621,"MOGA","Măriuca","F","Măriuca.MOGA@yahoo.com","0719372315","7","82",7520
1622,"COSTEA","Antonia","F","Antonia.COSTEA@gmail.com","0794623813","8","31",2004
1623,"GHITA","Robert","M","Robert.GHITA@yahoo.com","0738567832","6","14",2403
1624,"ENE","Clara","F","Clara.ENE@yahoo.com","0736656196","4","54",3203
1625,"HORVATH","Vincențiu","M","Vincențiu.HORVATH@yahoo.com","0786805082","3","40",6640
1626,"MOLDOVEANU","Simi","M","Simi.MOLDOVEANU@yahoo.com","0714797701","1","66",5428
1627,"TUDOR","Gregorian","M","Gregorian.TUDOR@gmail.com","0709411837","2","78",6488
1628,"ANTAL","Bebe","M","Bebe.ANTAL@gmail.com","0797197870","4","61",4978
1629,"MARCUS","Rada","F","Rada.MARCUS@yahoo.com","0748599350","8","57",5184
1630,"CAZACU","Selina","F","Selina.CAZACU@gmail.com","0756305688","4","93",7184
1631,"STEFANESCU","Emilian","M","Emilian.STEFANESCU@yahoo.com","0734942656","1","87",5862
1632,"FLOREA","Barbu","M","Barbu.FLOREA@yahoo.com","0798819914","8","32",2330
1633,"DOBRE","Octaviu","M","Octaviu.DOBRE@yahoo.com","0775156338","4","13",2623
1634,"GRIGORE","Lascăr","M","Lascăr.GRIGORE@yahoo.com","0786629662","8","32",2326
1635,"SOARE","Horațiu","M","Horațiu.SOARE@yahoo.com","0767197816","2","38",2951
1636,"RADU","Simion","M","Simion.RADU@gmail.com","0741238802","8","16",2893
1637,"VASILE","Sabin","M","Sabin.VASILE@yahoo.com","0708333951","1","8",2107
1638,"MURESAN","Severina","F","Severina.MURESAN@yahoo.com","0766329455","5","4",2092
1639,"COSTEA","Ionelia","F","Ionelia.COSTEA@yahoo.com","0782589773","8","75",4517
1640,"ICHIM","Ducu","M","Ducu.ICHIM@yahoo.com","0712625349","8","37",2757
1641,"MIRCEA","Teodosia","F","Teodosia.MIRCEA@yahoo.com","0714480194","7","67",6031
1642,"COSTEA","Saveta","F","Saveta.COSTEA@yahoo.com","0705135832","6","92",9861
1643,"CRETU","Relu","M","Relu.CRETU@yahoo.com","0753191676","3","84",7550
1644,"DIACONESCU","Tinca","F","Tinca.DIACONESCU@gmail.com","0748800313","2","86",6345
1645,"OLARIU","Heracleea","F","Heracleea.OLARIU@gmail.com","0737896220","3","25",3202
1646,"PARVU","Livia","F","Livia.PARVU@yahoo.com","0732928834","3","35",3172
1647,"SABAU","Nicușor","M","Nicușor.SABAU@yahoo.com","0757339113","2","68",3104
1648,"CHIS","Aurică","M","Aurică.CHIS@yahoo.com","0791991746","7","23",3191
1649,"GEORGESCU","Robertina","F","Robertina.GEORGESCU@yahoo.com","0766368015","6","65",5863
1650,"BALINT","Catrinel","F","Catrinel.BALINT@yahoo.com","0742340597","7","71",4434
1651,"MIHAILESCU","Ruxanda","F","Ruxanda.MIHAILESCU@yahoo.com","0794941463","3","57",5184
1652,"OLTEANU","Ionela","F","Ionela.OLTEANU@yahoo.com","0781831493","6","35",3172
1653,"MARIN","Barbu","M","Barbu.MARIN@yahoo.com","0722263831","2","85",7787
1654,"GRIGORAS","Chira","F","Chira.GRIGORAS@yahoo.com","0738610985","6","53",6820
1655,"ACHIM","Nicolaie","M","Nicolaie.ACHIM@yahoo.com","0772775845","8","59",5343
1656,"BUDA","Rita","F","Rita.BUDA@yahoo.com","0765004269","2","64",5792
1657,"ANTAL","Silvana","F","Silvana.ANTAL@yahoo.com","0721048255","3","48",5829
1658,"NEAGOE","Georgel","M","Georgel.NEAGOE@yahoo.com","0785790955","3","14",2360
1659,"BURLACU","Dionisie","M","Dionisie.BURLACU@yahoo.com","0762563443","2","14",2403
1660,"VLAD","Romina","F","Romina.VLAD@gmail.com","0716481176","8","17",2920
1661,"PINTILIE","Titus","M","Titus.PINTILIE@yahoo.com","0768406013","1","56",5061
1662,"BARBU","Estera","F","Estera.BARBU@yahoo.com","0773621921","2","53",6144
1663,"STAICU","Leontina","F","Leontina.STAICU@yahoo.com","0777522800","1","44",7062
1664,"NEGREA","Ionuța","F","Ionuța.NEGREA@yahoo.com","0754651556","5","51",4497
1665,"FRATILA","Larisa","F","Larisa.FRATILA@yahoo.com","0723936371","1","51",5504
1666,"STEFANESCU","Faust","M","Faust.STEFANESCU@gmail.com","0787542269","8","39",3055
1667,"CHIVU","Izaura","F","Izaura.CHIVU@yahoo.com","0707274092","8","51",5741
1668,"SABAU","Gheorghe","M","Gheorghe.SABAU@gmail.com","0729179333","1","71",4451
1669,"BANU","Faust","M","Faust.BANU@yahoo.com","0735604725","6","40",6477
1670,"GABOR","Nora","F","Nora.GABOR@yahoo.com","0748980242","4","80",3827
1671,"VASILE","Măriuca","F","Măriuca.VASILE@yahoo.com","0700132163","4","21",3151
1672,"LAZAR","Amza","M","Amza.LAZAR@yahoo.com","0736384512","5","21",3209
1673,"DASCALU","Dragoș","M","Dragoș.DASCALU@yahoo.com","0765774120","8","10",2714
1674,"ALEXE","Valentina","F","Valentina.ALEXE@yahoo.com","0776976303","3","1",2005
1675,"ARDELEAN","Nichifor","M","Nichifor.ARDELEAN@yahoo.com","0736608097","4","61",4978
1676,"TURCU","Niculiță","M","Niculiță.TURCU@gmail.com","0700402833","2","14",2401
1677,"CIOCAN","Constanța","F","Constanța.CIOCAN@yahoo.com","0715040955","6","79",4627
1678,"STANCIU","Cristofor","M","Cristofor.STANCIU@yahoo.com","0778337634","3","74",3910
1679,"VASILE","Ruxandra","F","Ruxandra.VASILE@yahoo.com","0704422831","7","16",2905
1680,"OPRIS","Trandafir","M","Trandafir.OPRIS@gmail.com","0731802572","4","40",5842
1681,"GRIGORAS","Sabin","M","Sabin.GRIGORAS@yahoo.com","0764932281","8","32",2314
1682,"BLAGA","Horea","M","Horea.BLAGA@yahoo.com","0707033617","2","78",7092
1683,"IVAN","Magdalena","F","Magdalena.IVAN@yahoo.com","0795036140","6","79",4585
1684,"IORDACHE","Petrișor","M","Petrișor.IORDACHE@yahoo.com","0755993655","5","9",2319
1685,"GABOR","Sorina","F","Sorina.GABOR@yahoo.com","0714366948","1","12",2617
1686,"TURCU","Ernest","M","Ernest.TURCU@yahoo.com","0725269069","4","37",2761
1687,"SERBAN","Matei","M","Matei.SERBAN@yahoo.com","0787293915","8","52",3960
1688,"RADOI","Adriana","F","Adriana.RADOI@yahoo.com","0795723543","7","3",2280
1689,"BLAGA","Constantin","M","Constantin.BLAGA@yahoo.com","0778889583","2","3",2274
1690,"BIRO","Aleodor","M","Aleodor.BIRO@yahoo.com","0786312262","6","54",3080
1691,"SERBAN","Draga","F","Draga.SERBAN@gmail.com","0706263483","2","86",6303
1692,"MOLDOVAN","Mitică","M","Mitică.MOLDOVAN@yahoo.com","0741775783","6","12",2720
1693,"SERBAN","Rafael","M","Rafael.SERBAN@gmail.com","0700577187","3","85",8663
1694,"RADU","Savina","F","Savina.RADU@yahoo.com","0764123354","4","79",4562
1695,"STANCU","Oliver","M","Oliver.STANCU@yahoo.com","0796137965","8","61",4978
1696,"OLARIU","Costel","M","Costel.OLARIU@gmail.com","0726183694","3","75",4715
1697,"MOCANU","Eric","M","Eric.MOCANU@yahoo.com","0731344456","4","66",5440
1698,"DANCIU","Valentin","M","Valentin.DANCIU@yahoo.com","0797361934","7","32",2339
1699,"VASILE","Consuela","F","Consuela.VASILE@gmail.com","0702527557","1","39",3101
1700,"ANDREI","Frusina","F","Frusina.ANDREI@yahoo.com","0731436017","5","74",4050
1701,"MUNTEAN","Lenuța","F","Lenuța.MUNTEAN@yahoo.com","0763696249","7","6",2180
1702,"VASILE","Gherasim","M","Gherasim.VASILE@yahoo.com","0719135023","6","4",2090
1703,"HORVATH","Tudosia","F","Tudosia.HORVATH@yahoo.com","0709325135","3","85",7543
1704,"URSU","Astrid","F","Astrid.URSU@yahoo.com","0717103061","1","63",5664
1705,"SZABO","Leopoldina","F","Leopoldina.SZABO@yahoo.com","0784947919","5","76",6841
1706,"NITA","Aida","F","Aida.NITA@yahoo.com","0735600009","7","10",2758
1707,"OANCEA","Leonidas","M","Leonidas.OANCEA@gmail.com","0739825228","7","50",5539
1708,"GRIGORESCU","Romulus","M","Romulus.GRIGORESCU@yahoo.com","0774339359","2","15",2174
1709,"NAGY","Safina","F","Safina.NAGY@gmail.com","0769027093","1","83",6470
1710,"ARDELEANU","Floriana","F","Floriana.ARDELEANU@yahoo.com","0780525453","7","29",2020
1711,"LUNGU","Rodica","F","Rodica.LUNGU@gmail.com","0736602610","8","65",5831
1712,"DIMA","Ludovica","F","Ludovica.DIMA@yahoo.com","0777818617","1","70",3884
1713,"TOMESCU","Geta","F","Geta.TOMESCU@yahoo.com","0785221248","8","27",2235
1714,"IORGA","Narcisa","F","Narcisa.IORGA@yahoo.com","0737730327","7","2",2683
1715,"ZAMFIR","Marina","F","Marina.ZAMFIR@yahoo.com","0774629425","6","73",3794
1716,"CHIRILA","Vladimir","M","Vladimir.CHIRILA@yahoo.com","0781014629","3","95",9464
1717,"SIMA","Augusta","F","Augusta.SIMA@yahoo.com","0795191557","2","52",4212
1718,"OLARIU","Petrică","M","Petrică.OLARIU@yahoo.com","0703376800","6","4",2068
1719,"CIOBANU","Floriana","F","Floriana.CIOBANU@yahoo.com","0760294518","6","65",5868
1720,"POP","Ludmila","F","Ludmila.POP@gmail.com","0766150579","6","89",8786
1721,"DANCIU","Gloria","F","Gloria.DANCIU@yahoo.com","0771795283","4","12",2677
1722,"BURLACU","Sorin","M","Sorin.BURLACU@gmail.com","0735846732","5","3",2300
1723,"PINTEA","Iridenta","F","Iridenta.PINTEA@yahoo.com","0786905163","1","28",2731
1724,"MIU","Carmina","F","Carmina.MIU@gmail.com","0795573406","4","93",7132
1725,"MILEA","Marin","M","Marin.MILEA@gmail.com","0783623765","7","71",4465
1726,"MANEA","Sinică","M","Sinică.MANEA@gmail.com","0788864012","5","19",2636
1727,"LUNGU","Cosmina","F","Cosmina.LUNGU@yahoo.com","0755022414","8","11",2441
1728,"ARDELEANU","Romi","M","Romi.ARDELEANU@yahoo.com","0769154983","4","58",4518
1729,"CORNEA","Ilarion","M","Ilarion.CORNEA@yahoo.com","0765978412","4","33",2213
1730,"PETCU","Dacian","M","Dacian.PETCU@yahoo.com","0757059333","1","81",6681
1731,"PARVU","Silvian","M","Silvian.PARVU@yahoo.com","0780668516","5","16",2852
1732,"NEGOITA","Alistar","M","Alistar.NEGOITA@yahoo.com","0720346418","3","33",2213
1733,"NISTOR","Arcadian","M","Arcadian.NISTOR@yahoo.com","0730408860","1","84",7200
1734,"FLORESCU","Voichița","F","Voichița.FLORESCU@yahoo.com","0745098946","6","75",4724
1735,"GIURGIU","Cezar","M","Cezar.GIURGIU@gmail.com","0785114155","1","38",2595
1736,"LUNGU","Alexandrina","F","Alexandrina.LUNGU@gmail.com","0787144986","4","39",3110
1737,"ENE","Bernard","M","Bernard.ENE@gmail.com","0759930679","2","80",3869
1738,"CRISTEA","Raluca","F","Raluca.CRISTEA@gmail.com","0797842729","8","19",2649
1739,"ACHIM","Răzvan","M","Răzvan.ACHIM@yahoo.com","0786684636","6","67",6031
1740,"PETRE","Ghiță","M","Ghiță.PETRE@yahoo.com","0784576741","5","41",4299
1741,"STAICU","Carmina","F","Carmina.STAICU@gmail.com","0700557259","2","52",3874
1742,"COSTACHE","Emil","M","Emil.COSTACHE@yahoo.com","0745120162","4","33",2213
1743,"IVAN","Iustina","F","Iustina.IVAN@gmail.com","0785821317","1","68",3104
1744,"PETRESCU","Mia","F","Mia.PETRESCU@yahoo.com","0774896356","5","24",2643
1745,"PIRVU","Radu","M","Radu.PIRVU@yahoo.com","0739247733","8","53",5417
1746,"DUMITRIU","Teodosia","F","Teodosia.DUMITRIU@yahoo.com","0770482260","8","52",4300
1747,"ROSU","Liana","F","Liana.ROSU@gmail.com","0786533557","7","86",6447
1748,"FLOREA","Abel","M","Abel.FLOREA@yahoo.com","0774152131","1","45",4802
1749,"MIRON","Eremia","M","Eremia.MIRON@yahoo.com","0722306755","8","76",5554
1750,"DRAGOI","Fausta","F","Fausta.DRAGOI@yahoo.com","0752234703","6","39",3178
1751,"VLAD","Robertina","F","Robertina.VLAD@gmail.com","0742591245","8","55",5033
1752,"PASCA","Fiodor","M","Fiodor.PASCA@yahoo.com","0724451280","1","14",2371
1753,"DUTA","Visarion","M","Visarion.DUTA@yahoo.com","0719312072","1","26",3619
1754,"IORGA","Dochia","F","Dochia.IORGA@yahoo.com","0799857352","8","48",5477
1755,"ION","Leonard","M","Leonard.ION@yahoo.com","0788387861","4","85",7707
1756,"TOMESCU","Dariana","F","Dariana.TOMESCU@yahoo.com","0777643459","3","29",2008
1757,"MOCANU","Martin","M","Martin.MOCANU@yahoo.com","0726770729","7","75",4916
1758,"SZABO","Fabiana","F","Fabiana.SZABO@gmail.com","0750388984","1","24",2665
1759,"DANILA","Bernard","M","Bernard.DANILA@yahoo.com","0706816605","2","26",3605
1760,"POPESCU","Bebe","M","Bebe.POPESCU@yahoo.com","0721294896","1","87",6031
1761,"DUMITRASCU","Dida","F","Dida.DUMITRASCU@gmail.com","0751781220","2","17",2885
1762,"RADOI","Ruxandra","F","Ruxandra.RADOI@yahoo.com","0754850727","7","63",5664
1763,"GRIGORE","Marilena","F","Marilena.GRIGORE@yahoo.com","0715724127","3","48",6014
1764,"DUMITRESCU","Panagachie","M","Panagachie.DUMITRESCU@yahoo.com","0761235319","3","54",3176
1765,"ROMAN","Patricia","F","Patricia.ROMAN@yahoo.com","0718453939","1","19",2579
1766,"TOADER","Florin","M","Florin.TOADER@yahoo.com","0798831466","1","58",4479
1767,"DAVID","Marta","F","Marta.DAVID@yahoo.com","0792653183","1","87",6056
1768,"SANDOR","Ionică","M","Ionică.SANDOR@yahoo.com","0754006148","6","63",5664
1769,"ARDELEANU","Isabela","F","Isabela.ARDELEANU@gmail.com","0746891851","3","59",5113
1770,"PADURARU","Bogdan","M","Bogdan.PADURARU@yahoo.com","0746195088","4","87",5797
1771,"MUNTEAN","Agripina","F","Agripina.MUNTEAN@yahoo.com","0722491336","3","91",10067
1772,"DANCIU","Leopoldina","F","Leopoldina.DANCIU@yahoo.com","0701403723","1","40",6576
1773,"TANASE","Georgel","M","Georgel.TANASE@yahoo.com","0796248628","5","31",2007
1774,"CRISAN","Valeria","F","Valeria.CRISAN@yahoo.com","0737729288","5","28",2753
1775,"IACOB","Cristobal","M","Cristobal.IACOB@yahoo.com","0741890352","1","43",5099
1776,"SIRBU","Romulus","M","Romulus.SIRBU@yahoo.com","0798187053","2","27",2234
1777,"GHEORGHITA","Mihail","M","Mihail.GHEORGHITA@yahoo.com","0782603768","1","85",7993
1778,"MAXIM","Traian","M","Traian.MAXIM@gmail.com","0772590557","8","90",7930
1779,"PANAIT","Ilie","M","Ilie.PANAIT@yahoo.com","0705681754","8","8",2141
1780,"NECULA","Bucur","M","Bucur.NECULA@yahoo.com","0759968127","5","46",5341
1781,"TRANDAFIR","Casian","M","Casian.TRANDAFIR@yahoo.com","0795950850","5","93",7187
1782,"CORNEA","Anemona","F","Anemona.CORNEA@yahoo.com","0791378566","8","15",2178
1783,"HORVATH","Naomi","F","Naomi.HORVATH@yahoo.com","0702966330","7","34",1997
1784,"CATANA","Niculina","F","Niculina.CATANA@yahoo.com","0770108999","1","59",5402
1785,"MARGINEAN","Iustin","M","Iustin.MARGINEAN@yahoo.com","0721454181","6","48",5284
1786,"GAL","Gina","F","Gina.GAL@yahoo.com","0713977969","4","72",5584
1787,"GHEORGHITA","Norica","F","Norica.GHEORGHITA@yahoo.com","0786484724","6","28",2734
1788,"SZEKELY","Oliviu","M","Oliviu.SZEKELY@yahoo.com","0736706998","8","45",4741
1789,"COJOCARU","Violeta","F","Violeta.COJOCARU@yahoo.com","0783445527","3","55",4772
1790,"CHIVU","Nicodim","M","Nicodim.CHIVU@yahoo.com","0720830135","2","48",6433
1791,"TOMESCU","Filip","M","Filip.TOMESCU@yahoo.com","0746140206","5","17",2837
1792,"PETCU","Natalia","F","Natalia.PETCU@yahoo.com","0708742662","1","73",3773
1793,"NEGOITA","Renata","F","Renata.NEGOITA@yahoo.com","0759403813","8","65",5864
1794,"TANASE","Ica","F","Ica.TANASE@yahoo.com","0757275529","8","71",4424
